Year,Geography,Age Group,Gender,Indicators,VALUE
2023,Prince Edward Island,12 to 14 years,Female,Headache,1100.0
2023,Prince Edward Island,12 to 14 years,Female,Headache,600.0
2023,Prince Edward Island,12 to 14 years,Female,Headache,1500.0
2023,Prince Edward Island,12 to 14 years,Female,Headache,43.7
2023,Prince Edward Island,12 to 14 years,Female,Headache,26.4
2023,Prince Edward Island,12 to 14 years,Female,Headache,61.1
2023,Prince Edward Island,12 to 14 years,Female,Stomach ache,1200.0
2023,Prince Edward Island,12 to 14 years,Female,Stomach ache,700.0
2023,Prince Edward Island,12 to 14 years,Female,Stomach ache,1700.0
2023,Prince Edward Island,12 to 14 years,Female,Stomach ache,50.3
2023,Prince Edward Island,12 to 14 years,Female,Stomach ache,32.9
2023,Prince Edward Island,12 to 14 years,Female,Stomach ache,67.8
2023,Prince Edward Island,12 to 14 years,Female,Backache,1500.0
2023,Prince Edward Island,12 to 14 years,Female,Backache,1000.0
2023,Prince Edward Island,12 to 14 years,Female,Backache,2000.0
2023,Prince Edward Island,12 to 14 years,Female,Backache,60.4
2023,Prince Edward Island,12 to 14 years,Female,Backache,43.1
2023,Prince Edward Island,12 to 14 years,Female,Backache,77.7
2023,Prince Edward Island,12 to 14 years,Female,Difficulties in getting to sleep,900.0
2023,Prince Edward Island,12 to 14 years,Female,Difficulties in getting to sleep,500.0
2023,Prince Edward Island,12 to 14 years,Female,Difficulties in getting to sleep,1400.0
2023,Prince Edward Island,12 to 14 years,Female,Difficulties in getting to sleep,37.4
2023,Prince Edward Island,12 to 14 years,Female,Difficulties in getting to sleep,20.8
2023,Prince Edward Island,12 to 14 years,Female,Difficulties in getting to sleep,53.9
2023,Prince Edward Island,12 to 14 years,Female,Changed eating habits to manage weight,2100.0
2023,Prince Edward Island,12 to 14 years,Female,Changed eating habits to manage weight,1600.0
2023,Prince Edward Island,12 to 14 years,Female,Changed eating habits to manage weight,2700.0
2023,Prince Edward Island,12 to 14 years,Female,Changed eating habits to manage weight,87.6
2023,Prince Edward Island,12 to 14 years,Female,Changed eating habits to manage weight,76.2
2023,Prince Edward Island,12 to 14 years,Female,Changed eating habits to manage weight,99.0
2023,Prince Edward Island,12 to 14 years,Female,"Changed eating habits to manage weight, daily",2200.0
2023,Prince Edward Island,12 to 14 years,Female,"Changed eating habits to manage weight, daily",1700.0
2023,Prince Edward Island,12 to 14 years,Female,"Changed eating habits to manage weight, daily",2800.0
2023,Prince Edward Island,12 to 14 years,Female,"Changed eating habits to manage weight, daily",91.8
2023,Prince Edward Island,12 to 14 years,Female,"Changed eating habits to manage weight, daily",81.0
2023,Prince Edward Island,12 to 14 years,Female,"Changed eating habits to manage weight, daily",100.0
2023,Prince Edward Island,12 to 14 years,Female,Preoccupied with a desire to be thinner,1700.0
2023,Prince Edward Island,12 to 14 years,Female,Preoccupied with a desire to be thinner,1200.0
2023,Prince Edward Island,12 to 14 years,Female,Preoccupied with a desire to be thinner,2200.0
2023,Prince Edward Island,12 to 14 years,Female,Preoccupied with a desire to be thinner,69.0
2023,Prince Edward Island,12 to 14 years,Female,Preoccupied with a desire to be thinner,53.1
2023,Prince Edward Island,12 to 14 years,Female,Preoccupied with a desire to be thinner,84.9
2023,Prince Edward Island,12 to 14 years,Female,"Preoccupied with a desire to be thinner, daily",1900.0
2023,Prince Edward Island,12 to 14 years,Female,"Preoccupied with a desire to be thinner, daily",1300.0
2023,Prince Edward Island,12 to 14 years,Female,"Preoccupied with a desire to be thinner, daily",2400.0
2023,Prince Edward Island,12 to 14 years,Female,"Preoccupied with a desire to be thinner, daily",76.9
2023,Prince Edward Island,12 to 14 years,Female,"Preoccupied with a desire to be thinner, daily",61.7
2023,Prince Edward Island,12 to 14 years,Female,"Preoccupied with a desire to be thinner, daily",92.1
2023,Prince Edward Island,12 to 14 years,Female,Vomited to lose weight,2300.0
2023,Prince Edward Island,12 to 14 years,Female,Vomited to lose weight,1800.0
2023,Prince Edward Island,12 to 14 years,Female,Vomited to lose weight,2900.0
2023,Prince Edward Island,12 to 14 years,Female,Vomited to lose weight,94.7
2023,Prince Edward Island,12 to 14 years,Female,Vomited to lose weight,85.3
2023,Prince Edward Island,12 to 14 years,Female,Vomited to lose weight,100.0
2023,Prince Edward Island,12 to 14 years,Female,"Vomited to lose weight, daily",2400.0
2023,Prince Edward Island,12 to 14 years,Female,"Vomited to lose weight, daily",1900.0
2023,Prince Edward Island,12 to 14 years,Female,"Vomited to lose weight, daily",3000.0
2023,Prince Edward Island,12 to 14 years,Female,"Vomited to lose weight, daily",100.0
2023,Prince Edward Island,12 to 14 years,Female,"Vomited to lose weight, daily",100.0
2023,Prince Edward Island,12 to 14 years,Female,"Vomited to lose weight, daily",100.0
2023,Prince Edward Island,12 to 14 years,Female,"Perceived life stress, most days quite a bit or extremely stressful",1300.0
2023,Prince Edward Island,12 to 14 years,Female,"Perceived life stress, most days quite a bit or extremely stressful",800.0
2023,Prince Edward Island,12 to 14 years,Female,"Perceived life stress, most days quite a bit or extremely stressful",1800.0
2023,Prince Edward Island,12 to 14 years,Female,"Perceived life stress, most days quite a bit or extremely stressful",53.0
2023,Prince Edward Island,12 to 14 years,Female,"Perceived life stress, most days quite a bit or extremely stressful",35.9
2023,Prince Edward Island,12 to 14 years,Female,"Perceived life stress, most days quite a bit or extremely stressful",70.1
2023,Prince Edward Island,15 to 17 years,Male,"Perceived mental health, excellent or very good",600.0
2023,Prince Edward Island,15 to 17 years,Male,"Perceived mental health, excellent or very good",300.0
2023,Prince Edward Island,15 to 17 years,Male,"Perceived mental health, excellent or very good",1000.0
2023,Prince Edward Island,15 to 17 years,Male,"Perceived mental health, excellent or very good",29.0
2023,Prince Edward Island,15 to 17 years,Male,"Perceived mental health, excellent or very good",14.1
2023,Prince Edward Island,15 to 17 years,Male,"Perceived mental health, excellent or very good",44.0
2023,Prince Edward Island,15 to 17 years,Male,"Perceived health, excellent or very good",1300.0
2023,Prince Edward Island,15 to 17 years,Male,"Perceived health, excellent or very good",800.0
2023,Prince Edward Island,15 to 17 years,Male,"Perceived health, excellent or very good",1800.0
2023,Prince Edward Island,15 to 17 years,Male,"Perceived health, excellent or very good",60.7
2023,Prince Edward Island,15 to 17 years,Male,"Perceived health, excellent or very good",45.8
2023,Prince Edward Island,15 to 17 years,Male,"Perceived health, excellent or very good",75.6
2023,Prince Edward Island,15 to 17 years,Male,"Perceived mental health, excellent or very good",700.0
2023,Prince Edward Island,15 to 17 years,Male,"Perceived mental health, excellent or very good",300.0
2023,Prince Edward Island,15 to 17 years,Male,"Perceived mental health, excellent or very good",1000.0
2023,Prince Edward Island,15 to 17 years,Male,"Perceived mental health, excellent or very good",31.6
2023,Prince Edward Island,15 to 17 years,Male,"Perceived mental health, excellent or very good",17.1
2023,Prince Edward Island,15 to 17 years,Male,"Perceived mental health, excellent or very good",46.1
2023,Prince Edward Island,15 to 17 years,Male,"Life satisfaction, satisfied or very satisfied",1600.0
2023,Prince Edward Island,15 to 17 years,Male,"Life satisfaction, satisfied or very satisfied",1100.0
2023,Prince Edward Island,15 to 17 years,Male,"Life satisfaction, satisfied or very satisfied",2100.0
2023,Prince Edward Island,15 to 17 years,Male,"Life satisfaction, satisfied or very satisfied",74.8
2023,Prince Edward Island,15 to 17 years,Male,"Life satisfaction, satisfied or very satisfied",60.7
2023,Prince Edward Island,15 to 17 years,Male,"Life satisfaction, satisfied or very satisfied",88.9
2023,Prince Edward Island,15 to 17 years,Male,Met sleep guidelines in the last 7 days,900.0
2023,Prince Edward Island,15 to 17 years,Male,Met sleep guidelines in the last 7 days,500.0
2023,Prince Edward Island,15 to 17 years,Male,Met sleep guidelines in the last 7 days,1400.0
2023,Prince Edward Island,15 to 17 years,Male,Met sleep guidelines in the last 7 days,46.0
2023,Prince Edward Island,15 to 17 years,Male,Met sleep guidelines in the last 7 days,29.9
2023,Prince Edward Island,15 to 17 years,Male,Met sleep guidelines in the last 7 days,62.1
2023,Prince Edward Island,15 to 17 years,Male,"Perceived health, fair or poor",1800.0
2023,Prince Edward Island,15 to 17 years,Male,"Perceived health, fair or poor",1200.0
2023,Prince Edward Island,15 to 17 years,Male,"Perceived health, fair or poor",2300.0
2023,Prince Edward Island,15 to 17 years,Male,"Perceived health, fair or poor",82.9
2023,Prince Edward Island,15 to 17 years,Male,"Perceived health, fair or poor",70.7
2023,Prince Edward Island,15 to 17 years,Male,"Perceived health, fair or poor",95.1
2023,Prince Edward Island,15 to 17 years,Male,"Perceived mental health, excellent or very good",700.0
2023,Prince Edward Island,15 to 17 years,Male,"Perceived mental health, excellent or very good",300.0
2023,Prince Edward Island,15 to 17 years,Male,"Perceived mental health, excellent or very good",1100.0
2023,Prince Edward Island,15 to 17 years,Male,"Perceived mental health, excellent or very good",32.5
2023,Prince Edward Island,15 to 17 years,Male,"Perceived mental health, excellent or very good",17.4
2023,Prince Edward Island,15 to 17 years,Male,"Perceived mental health, excellent or very good",47.5
2023,Prince Edward Island,15 to 17 years,Male,"Perceived mental health, fair or poor",1400.0
2023,Prince Edward Island,15 to 17 years,Male,"Perceived mental health, fair or poor",900.0
2023,Prince Edward Island,15 to 17 years,Male,"Perceived mental health, fair or poor",1900.0
2023,Prince Edward Island,15 to 17 years,Male,"Perceived mental health, fair or poor",64.5
2023,Prince Edward Island,15 to 17 years,Male,"Perceived mental health, fair or poor",49.1
2023,Prince Edward Island,15 to 17 years,Male,"Perceived mental health, fair or poor",79.9
2023,Prince Edward Island,15 to 17 years,Male,"Smoking, daily or occasionally",1800.0
2023,Prince Edward Island,15 to 17 years,Male,"Smoking, daily or occasionally",1300.0
2023,Prince Edward Island,15 to 17 years,Male,"Smoking, daily or occasionally",2400.0
2023,Prince Edward Island,15 to 17 years,Male,"Smoking, daily or occasionally",86.1
2023,Prince Edward Island,15 to 17 years,Male,"Smoking, daily or occasionally",74.5
2023,Prince Edward Island,15 to 17 years,Male,"Smoking, daily or occasionally",97.8
2023,Prince Edward Island,15 to 17 years,Male,"Smoking, daily",1900.0
2023,Prince Edward Island,15 to 17 years,Male,"Smoking, daily",1300.0
2023,Prince Edward Island,15 to 17 years,Male,"Smoking, daily",2500.0
2023,Prince Edward Island,15 to 17 years,Male,"Smoking, daily",89.6
2023,Prince Edward Island,15 to 17 years,Male,"Smoking, daily",79.1
2023,Prince Edward Island,15 to 17 years,Male,"Smoking, daily",100.0
2023,Prince Edward Island,15 to 17 years,Male,Cannabis use in the past 12 months,1300.0
2023,Prince Edward Island,15 to 17 years,Male,Cannabis use in the past 12 months,800.0
2023,Prince Edward Island,15 to 17 years,Male,Cannabis use in the past 12 months,1700.0
2023,Prince Edward Island,15 to 17 years,Male,Cannabis use in the past 12 months,65.3
2023,Prince Edward Island,15 to 17 years,Male,Cannabis use in the past 12 months,49.3
2023,Prince Edward Island,15 to 17 years,Male,Cannabis use in the past 12 months,81.2
2023,Prince Edward Island,15 to 17 years,Male,"Cannabis use in the past 12 months, daily or almost daily",1600.0
2023,Prince Edward Island,15 to 17 years,Male,"Cannabis use in the past 12 months, daily or almost daily",1100.0
2023,Prince Edward Island,15 to 17 years,Male,"Cannabis use in the past 12 months, daily or almost daily",2200.0
2023,Prince Edward Island,15 to 17 years,Male,"Cannabis use in the past 12 months, daily or almost daily",85.7
2023,Prince Edward Island,15 to 17 years,Male,"Cannabis use in the past 12 months, daily or almost daily",74.5
2023,Prince Edward Island,15 to 17 years,Male,"Cannabis use in the past 12 months, daily or almost daily",96.9
2023,Prince Edward Island,15 to 17 years,Male,"Used  e-cigarette or vaping device, past 30 days",1300.0
2023,Prince Edward Island,15 to 17 years,Male,"Used  e-cigarette or vaping device, past 30 days",800.0
2023,Prince Edward Island,15 to 17 years,Male,"Used  e-cigarette or vaping device, past 30 days",1800.0
2023,Prince Edward Island,15 to 17 years,Male,"Used  e-cigarette or vaping device, past 30 days",60.7
2023,Prince Edward Island,15 to 17 years,Male,"Used  e-cigarette or vaping device, past 30 days",44.9
2023,Prince Edward Island,15 to 17 years,Male,"Used  e-cigarette or vaping device, past 30 days",76.5
2023,Prince Edward Island,15 to 17 years,Male,"Self-reported physical activity, average 60 or more minutes per day",1000.0
2023,Prince Edward Island,15 to 17 years,Male,"Self-reported physical activity, average 60 or more minutes per day",600.0
2023,Prince Edward Island,15 to 17 years,Male,"Self-reported physical activity, average 60 or more minutes per day",1400.0
2023,Prince Edward Island,15 to 17 years,Male,"Self-reported physical activity, average 60 or more minutes per day",70.3
2023,Prince Edward Island,15 to 17 years,Male,"Self-reported physical activity, average 60 or more minutes per day",52.5
2023,Prince Edward Island,15 to 17 years,Male,"Self-reported physical activity, average 60 or more minutes per day",88.1
2023,Prince Edward Island,15 to 17 years,Male,Headache,1500.0
2023,Prince Edward Island,15 to 17 years,Male,Headache,1000.0
2023,Prince Edward Island,15 to 17 years,Male,Headache,2100.0
2023,Prince Edward Island,15 to 17 years,Male,Headache,74.8
2023,Prince Edward Island,15 to 17 years,Male,Headache,60.7
2023,Prince Edward Island,15 to 17 years,Male,Headache,88.8
2023,Prince Edward Island,15 to 17 years,Male,Stomach ache,1700.0
2023,Prince Edward Island,15 to 17 years,Male,Stomach ache,1100.0
2023,Prince Edward Island,15 to 17 years,Male,Stomach ache,2200.0
2023,Prince Edward Island,15 to 17 years,Male,Stomach ache,80.5
2023,Prince Edward Island,15 to 17 years,Male,Stomach ache,67.7
2023,Prince Edward Island,15 to 17 years,Male,Stomach ache,93.4
2023,Prince Edward Island,15 to 17 years,Male,Backache,1400.0
2023,Prince Edward Island,15 to 17 years,Male,Backache,900.0
2023,Prince Edward Island,15 to 17 years,Male,Backache,1900.0
2023,Prince Edward Island,15 to 17 years,Male,Backache,66.8
2023,Prince Edward Island,15 to 17 years,Male,Backache,51.3
2023,Prince Edward Island,15 to 17 years,Male,Backache,82.2
2023,Prince Edward Island,15 to 17 years,Male,Difficulties in getting to sleep,1400.0
2023,Prince Edward Island,15 to 17 years,Male,Difficulties in getting to sleep,900.0
2023,Prince Edward Island,15 to 17 years,Male,Difficulties in getting to sleep,1900.0
2023,Prince Edward Island,15 to 17 years,Male,Difficulties in getting to sleep,63.7
2023,Prince Edward Island,15 to 17 years,Male,Difficulties in getting to sleep,48.4
2023,Prince Edward Island,15 to 17 years,Male,Difficulties in getting to sleep,79.0
2023,Prince Edward Island,15 to 17 years,Male,Changed eating habits to manage weight,1700.0
2023,Prince Edward Island,15 to 17 years,Male,Changed eating habits to manage weight,1100.0
2023,Prince Edward Island,15 to 17 years,Male,Changed eating habits to manage weight,2200.0
2023,Prince Edward Island,15 to 17 years,Male,Changed eating habits to manage weight,78.2
2023,Prince Edward Island,15 to 17 years,Male,Changed eating habits to manage weight,64.9
2023,Prince Edward Island,15 to 17 years,Male,Changed eating habits to manage weight,91.5
2023,Prince Edward Island,15 to 17 years,Male,"Changed eating habits to manage weight, daily",2000.0
2023,Prince Edward Island,15 to 17 years,Male,"Changed eating habits to manage weight, daily",1400.0
2023,Prince Edward Island,15 to 17 years,Male,"Changed eating habits to manage weight, daily",2500.0
2023,Prince Edward Island,15 to 17 years,Male,"Changed eating habits to manage weight, daily",91.9
2023,Prince Edward Island,15 to 17 years,Male,"Changed eating habits to manage weight, daily",83.3
2023,Prince Edward Island,15 to 17 years,Male,"Changed eating habits to manage weight, daily",100.0
2023,Prince Edward Island,15 to 17 years,Male,Preoccupied with a desire to be thinner,1700.0
2023,Prince Edward Island,15 to 17 years,Male,Preoccupied with a desire to be thinner,1200.0
2023,Prince Edward Island,15 to 17 years,Male,Preoccupied with a desire to be thinner,2300.0
2023,Prince Edward Island,15 to 17 years,Male,Preoccupied with a desire to be thinner,84.5
2023,Prince Edward Island,15 to 17 years,Male,Preoccupied with a desire to be thinner,72.0
2023,Prince Edward Island,15 to 17 years,Male,Preoccupied with a desire to be thinner,97.1
2023,Prince Edward Island,15 to 17 years,Male,"Preoccupied with a desire to be thinner, daily",2000.0
2023,Prince Edward Island,15 to 17 years,Male,"Preoccupied with a desire to be thinner, daily",1400.0
2023,Prince Edward Island,15 to 17 years,Male,"Preoccupied with a desire to be thinner, daily",2500.0
2023,Prince Edward Island,15 to 17 years,Male,"Preoccupied with a desire to be thinner, daily",95.1
2023,Prince Edward Island,15 to 17 years,Male,"Preoccupied with a desire to be thinner, daily",88.4
2023,Prince Edward Island,15 to 17 years,Male,"Preoccupied with a desire to be thinner, daily",100.0
2023,Prince Edward Island,15 to 17 years,Male,Vomited to lose weight,2100.0
2023,Prince Edward Island,15 to 17 years,Male,Vomited to lose weight,1500.0
2023,Prince Edward Island,15 to 17 years,Male,Vomited to lose weight,2600.0
2023,Prince Edward Island,15 to 17 years,Male,Vomited to lose weight,96.6
2023,Prince Edward Island,15 to 17 years,Male,Vomited to lose weight,90.4
2023,Prince Edward Island,15 to 17 years,Male,Vomited to lose weight,100.0
2023,Prince Edward Island,15 to 17 years,Male,"Vomited to lose weight, daily",2100.0
2023,Prince Edward Island,15 to 17 years,Male,"Vomited to lose weight, daily",1500.0
2023,Prince Edward Island,15 to 17 years,Male,"Vomited to lose weight, daily",2600.0
2023,Prince Edward Island,15 to 17 years,Male,"Vomited to lose weight, daily",96.6
2023,Prince Edward Island,15 to 17 years,Male,"Vomited to lose weight, daily",90.4
2023,Prince Edward Island,15 to 17 years,Male,"Vomited to lose weight, daily",100.0
2023,Prince Edward Island,15 to 17 years,Male,"Perceived life stress, most days quite a bit or extremely stressful",1500.0
2023,Prince Edward Island,15 to 17 years,Male,"Perceived life stress, most days quite a bit or extremely stressful",1000.0
2023,Prince Edward Island,15 to 17 years,Male,"Perceived life stress, most days quite a bit or extremely stressful",2000.0
2023,Prince Edward Island,15 to 17 years,Male,"Perceived life stress, most days quite a bit or extremely stressful",71.4
2023,Prince Edward Island,15 to 17 years,Male,"Perceived life stress, most days quite a bit or extremely stressful",56.4
2023,Prince Edward Island,15 to 17 years,Male,"Perceived life stress, most days quite a bit or extremely stressful",86.3
2023,Prince Edward Island,15 to 17 years,Female,Met sleep guidelines in the last 7 days,500.0
2023,Prince Edward Island,15 to 17 years,Female,Met sleep guidelines in the last 7 days,200.0
2023,Prince Edward Island,15 to 17 years,Female,Met sleep guidelines in the last 7 days,800.0
2023,Prince Edward Island,15 to 17 years,Female,Met sleep guidelines in the last 7 days,23.9
2023,Prince Edward Island,15 to 17 years,Female,Met sleep guidelines in the last 7 days,11.0
2023,Prince Edward Island,15 to 17 years,Female,Met sleep guidelines in the last 7 days,36.9
2023,Prince Edward Island,15 to 17 years,Female,Cannabis use in the past 12 months,800.0
2023,Prince Edward Island,15 to 17 years,Female,Cannabis use in the past 12 months,400.0
2023,Prince Edward Island,15 to 17 years,Female,Cannabis use in the past 12 months,1200.0
2023,Prince Edward Island,15 to 17 years,Female,Cannabis use in the past 12 months,36.8
2023,Prince Edward Island,15 to 17 years,Female,Cannabis use in the past 12 months,21.4
2023,Prince Edward Island,15 to 17 years,Female,Cannabis use in the past 12 months,52.1
2023,Prince Edward Island,15 to 17 years,Female,"Perceived health, excellent or very good",1300.0
2023,Prince Edward Island,15 to 17 years,Female,"Perceived health, excellent or very good",800.0
2023,Prince Edward Island,15 to 17 years,Female,"Perceived health, excellent or very good",1700.0
2023,Prince Edward Island,15 to 17 years,Female,"Perceived health, excellent or very good",53.5
2023,Prince Edward Island,15 to 17 years,Female,"Perceived health, excellent or very good",39.1
2023,Prince Edward Island,15 to 17 years,Female,"Perceived health, excellent or very good",68.0
2023,Prince Edward Island,15 to 17 years,Female,"Perceived mental health, excellent or very good",700.0
2023,Prince Edward Island,15 to 17 years,Female,"Perceived mental health, excellent or very good",300.0
2023,Prince Edward Island,15 to 17 years,Female,"Perceived mental health, excellent or very good",1000.0
2023,Prince Edward Island,15 to 17 years,Female,"Perceived mental health, excellent or very good",29.0
2023,Prince Edward Island,15 to 17 years,Female,"Perceived mental health, excellent or very good",15.7
2023,Prince Edward Island,15 to 17 years,Female,"Perceived mental health, excellent or very good",42.2
2023,Prince Edward Island,15 to 17 years,Female,Headache,800.0
2023,Prince Edward Island,15 to 17 years,Female,Headache,400.0
2023,Prince Edward Island,15 to 17 years,Female,Headache,1200.0
2023,Prince Edward Island,15 to 17 years,Female,Headache,34.2
2023,Prince Edward Island,15 to 17 years,Female,Headache,20.0
2023,Prince Edward Island,15 to 17 years,Female,Headache,48.4
2023,Prince Edward Island,15 to 17 years,Female,Difficulties in getting to sleep,600.0
2023,Prince Edward Island,15 to 17 years,Female,Difficulties in getting to sleep,300.0
2023,Prince Edward Island,15 to 17 years,Female,Difficulties in getting to sleep,900.0
2023,Prince Edward Island,15 to 17 years,Female,Difficulties in getting to sleep,25.6
2023,Prince Edward Island,15 to 17 years,Female,Difficulties in getting to sleep,13.6
2023,Prince Edward Island,15 to 17 years,Female,Difficulties in getting to sleep,37.7
2023,Prince Edward Island,15 to 17 years,Female,"Life satisfaction, satisfied or very satisfied",1700.0
2023,Prince Edward Island,15 to 17 years,Female,"Life satisfaction, satisfied or very satisfied",1200.0
2023,Prince Edward Island,15 to 17 years,Female,"Life satisfaction, satisfied or very satisfied",2200.0
2023,Prince Edward Island,15 to 17 years,Female,"Life satisfaction, satisfied or very satisfied",74.7
2023,Prince Edward Island,15 to 17 years,Female,"Life satisfaction, satisfied or very satisfied",62.0
2023,Prince Edward Island,15 to 17 years,Female,"Life satisfaction, satisfied or very satisfied",87.5
2023,Prince Edward Island,15 to 17 years,Female,Met sleep guidelines in the last 7 days,800.0
2023,Prince Edward Island,15 to 17 years,Female,Met sleep guidelines in the last 7 days,400.0
2023,Prince Edward Island,15 to 17 years,Female,Met sleep guidelines in the last 7 days,1100.0
2023,Prince Edward Island,15 to 17 years,Female,Met sleep guidelines in the last 7 days,36.0
2023,Prince Edward Island,15 to 17 years,Female,Met sleep guidelines in the last 7 days,20.2
2023,Prince Edward Island,15 to 17 years,Female,Met sleep guidelines in the last 7 days,51.7
2023,Prince Edward Island,15 to 17 years,Female,"Perceived health, fair or poor",2000.0
2023,Prince Edward Island,15 to 17 years,Female,"Perceived health, fair or poor",1500.0
2023,Prince Edward Island,15 to 17 years,Female,"Perceived health, fair or poor",2500.0
2023,Prince Edward Island,15 to 17 years,Female,"Perceived health, fair or poor",85.9
2023,Prince Edward Island,15 to 17 years,Female,"Perceived health, fair or poor",75.4
2023,Prince Edward Island,15 to 17 years,Female,"Perceived health, fair or poor",96.4
2023,Prince Edward Island,15 to 17 years,Female,"Perceived mental health, excellent or very good",1000.0
2023,Prince Edward Island,15 to 17 years,Female,"Perceived mental health, excellent or very good",600.0
2023,Prince Edward Island,15 to 17 years,Female,"Perceived mental health, excellent or very good",1500.0
2023,Prince Edward Island,15 to 17 years,Female,"Perceived mental health, excellent or very good",44.2
2023,Prince Edward Island,15 to 17 years,Female,"Perceived mental health, excellent or very good",29.5
2023,Prince Edward Island,15 to 17 years,Female,"Perceived mental health, excellent or very good",59.0
2023,Prince Edward Island,15 to 17 years,Female,"Perceived mental health, fair or poor",1300.0
2023,Prince Edward Island,15 to 17 years,Female,"Perceived mental health, fair or poor",800.0
2023,Prince Edward Island,15 to 17 years,Female,"Perceived mental health, fair or poor",1700.0
2023,Prince Edward Island,15 to 17 years,Female,"Perceived mental health, fair or poor",53.6
2023,Prince Edward Island,15 to 17 years,Female,"Perceived mental health, fair or poor",38.7
2023,Prince Edward Island,15 to 17 years,Female,"Perceived mental health, fair or poor",68.4
2023,Prince Edward Island,15 to 17 years,Female,"Smoking, daily or occasionally",2200.0
2023,Prince Edward Island,15 to 17 years,Female,"Smoking, daily or occasionally",1600.0
2023,Prince Edward Island,15 to 17 years,Female,"Smoking, daily or occasionally",2700.0
2023,Prince Edward Island,15 to 17 years,Female,"Smoking, daily or occasionally",94.7
2023,Prince Edward Island,15 to 17 years,Female,"Smoking, daily or occasionally",88.4
2023,Prince Edward Island,15 to 17 years,Female,"Smoking, daily or occasionally",100.0
2023,Prince Edward Island,15 to 17 years,Female,"Smoking, daily",2300.0
2023,Prince Edward Island,15 to 17 years,Female,"Smoking, daily",1800.0
2023,Prince Edward Island,15 to 17 years,Female,"Smoking, daily",2800.0
2023,Prince Edward Island,15 to 17 years,Female,"Smoking, daily",100.0
2023,Prince Edward Island,15 to 17 years,Female,"Smoking, daily",100.0
2023,Prince Edward Island,15 to 17 years,Female,"Smoking, daily",100.0
2023,Prince Edward Island,15 to 17 years,Female,Cannabis use in the past 12 months,1100.0
2023,Prince Edward Island,15 to 17 years,Female,Cannabis use in the past 12 months,700.0
2023,Prince Edward Island,15 to 17 years,Female,Cannabis use in the past 12 months,1600.0
2023,Prince Edward Island,15 to 17 years,Female,Cannabis use in the past 12 months,51.4
2023,Prince Edward Island,15 to 17 years,Female,Cannabis use in the past 12 months,35.5
2023,Prince Edward Island,15 to 17 years,Female,Cannabis use in the past 12 months,67.2
2023,Prince Edward Island,15 to 17 years,Female,"Cannabis use in the past 12 months, daily or almost daily",1900.0
2023,Prince Edward Island,15 to 17 years,Female,"Cannabis use in the past 12 months, daily or almost daily",1400.0
2023,Prince Edward Island,15 to 17 years,Female,"Cannabis use in the past 12 months, daily or almost daily",2400.0
2023,Prince Edward Island,15 to 17 years,Female,"Cannabis use in the past 12 months, daily or almost daily",87.0
2023,Prince Edward Island,15 to 17 years,Female,"Cannabis use in the past 12 months, daily or almost daily",76.9
2023,Prince Edward Island,15 to 17 years,Female,"Cannabis use in the past 12 months, daily or almost daily",97.1
2023,Prince Edward Island,15 to 17 years,Female,"Used  e-cigarette or vaping device, past 30 days",1400.0
2023,Prince Edward Island,15 to 17 years,Female,"Used  e-cigarette or vaping device, past 30 days",1000.0
2023,Prince Edward Island,15 to 17 years,Female,"Used  e-cigarette or vaping device, past 30 days",1900.0
2023,Prince Edward Island,15 to 17 years,Female,"Used  e-cigarette or vaping device, past 30 days",63.2
2023,Prince Edward Island,15 to 17 years,Female,"Used  e-cigarette or vaping device, past 30 days",48.2
2023,Prince Edward Island,15 to 17 years,Female,"Used  e-cigarette or vaping device, past 30 days",78.3
2023,Prince Edward Island,15 to 17 years,Female,"Self-reported physical activity, average 60 or more minutes per day",1600.0
2023,Prince Edward Island,15 to 17 years,Female,"Self-reported physical activity, average 60 or more minutes per day",1100.0
2023,Prince Edward Island,15 to 17 years,Female,"Self-reported physical activity, average 60 or more minutes per day",2100.0
2023,Prince Edward Island,15 to 17 years,Female,"Self-reported physical activity, average 60 or more minutes per day",93.8
2023,Prince Edward Island,15 to 17 years,Female,"Self-reported physical activity, average 60 or more minutes per day",87.6
2023,Prince Edward Island,15 to 17 years,Female,"Self-reported physical activity, average 60 or more minutes per day",99.9
2023,Prince Edward Island,15 to 17 years,Female,Headache,900.0
2023,Prince Edward Island,15 to 17 years,Female,Headache,500.0
2023,Prince Edward Island,15 to 17 years,Female,Headache,1300.0
2023,Prince Edward Island,15 to 17 years,Female,Headache,39.0
2023,Prince Edward Island,15 to 17 years,Female,Headache,24.2
2023,Prince Edward Island,15 to 17 years,Female,Headache,53.9
2023,Prince Edward Island,15 to 17 years,Female,Stomach ache,1500.0
2023,Prince Edward Island,15 to 17 years,Female,Stomach ache,1000.0
2023,Prince Edward Island,15 to 17 years,Female,Stomach ache,2000.0
2023,Prince Edward Island,15 to 17 years,Female,Stomach ache,63.2
2023,Prince Edward Island,15 to 17 years,Female,Stomach ache,49.3
2023,Prince Edward Island,15 to 17 years,Female,Stomach ache,77.1
2023,Prince Edward Island,15 to 17 years,Female,Backache,1100.0
2023,Prince Edward Island,15 to 17 years,Female,Backache,600.0
2023,Prince Edward Island,15 to 17 years,Female,Backache,1500.0
2023,Prince Edward Island,15 to 17 years,Female,Backache,45.4
2023,Prince Edward Island,15 to 17 years,Female,Backache,30.4
2023,Prince Edward Island,15 to 17 years,Female,Backache,60.3
